message_id,date,edited_date,rom_name,rom_version,android_version,build_type,download_links,image_path,changelog,bugs,notes,maintainer,raw_text
93,2023-12-03T14:17:24,2023-12-03T14:18:33,CherishOS,,14,"GApps, Official",https://sourceforge.net/projects/camellia-roms/files/CherishOS/,photos/photo_70@03-12-2023_14-17-24.jpg,,,,@ramshell688,"#CherishOS #Official #ROM #U #Camellia #Camellian
CherishOS v5.0 - OFFICIAL | Android 14
Updated: 03/12/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Initial Android 14 build
• November security patch
• Based on rebase trees

Bugs:
• You tell me

Notes:
• Gapps build
• Using Cherish recovery
• SELinux is Enforcing

Special thanks
@Rio113 for device tree
@VipulSharma_007 for testing
MT6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
94,2023-12-03T14:55:25,2023-12-04T01:37:48,Android,13,13,Official,https://www.pling.com/p/2058150/,photos/photo_71@03-12-2023_14-55-25.jpg,,,,@ramshell688,"#Halcyon #Official #ROM #T #Camellia #Camellian
Halcyon Tithonia Enchanted Vol.3 - OFFICIAL | Android 13
Updated: 03/12/2023

▪️Download
▪️Support
▪️Channel group
▪️Flashing steps
▪️Screenshots

Changelog:
• Based on rebase trees
• September security patch
• SELinux Enforcing

Bugs:
• You tell me

Notes:
• Flash with Halcyon recovery
• User build

Special thanks
@Rio113 for device tree
MT6833 Alience

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
95,2023-12-05T14:24:56,2023-12-05T15:11:10,Android,13,13,"GApps, Unofficial, Official",https://sourceforge.net/projects/camellia-build/files/afterlife/,photos/photo_72@05-12-2023_14-24-56.jpg,,,,@AskneZZZ,"#Afterlife #Wrath #Unofficial #ROM #T #Camellia #Camellian 
Afterlife v4.0 - UNOFFICIAL | Android 13
Released: 05/12/23

▪️Download
▪️Screenshot
▪️Flashing steps
▪️Support

Changelog:
• Initial build 
• November security patch

Notes:
• Selinux is enforce 
• Gapps build
• Flash with PE recovery

Special thanks
• @Rio113 for device tree
• @ramshell688 and @noah_allen for helping

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
96,2023-12-11T02:16:23,2023-12-13T07:50:36,Android,13,13,"GApps, Official",https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V4.0-Wrath-OFFICIAL-camellia-20231210-Gapps.zip/download,photos/photo_73@11-12-2023_02-16-23.jpg,,,,@AskneZZZ,"#Afterlife #Wrath #Official #ROM #T #Camellia #Camellian
Afterlife Wrath v4.0 - OFFICIAL | Android 13
Updated: 10/12/23

▪️Download
▪️Screenshot
▪️Support

Changelog:
• Initial official build

Notes:
• Selinux is enforcing
• Gapps build

Special thanks:
• @rio113 For device tree 
• @noah_allen For everything 

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
97,2023-12-12T14:06:26,2023-12-12T14:22:45,Android,14,14,"GApps, Unofficial, Official",https://sourceforge.net/projects/camellia-build/files/PixelBuilds/,photos/photo_74@12-12-2023_14-06-26.jpg,,,,,"#PB #Beta #Unofficial #ROM #U #Camellia #Camellian
PixelBuilds Unity - Beta UNOFFICIAL | Android 14
Released: 12/12/23

▪️Download
▪️Support
▪️Screenshot

Changelog:
• Initial A14 build
• Added FaceUnlock and Full Screen Apps

Notes:
• Flash with PB recovery
• Gapps build

Special thanks:
• @rio113 For device tree

By @noah_allen & @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
98,2023-12-14T16:32:20,2023-12-14T16:34:29,Android,14,14,"GApps, Unofficial, Official",https://sourceforge.net/projects/camellia-build/files/ProjectBlaze/,photos/photo_75@14-12-2023_16-32-20.jpg,,,,@AskneZZZ,"#ProjectBlaze #UNEARTH #Unofficial #ROM #U #Camellia #Camellian
ProjectBlaze v3.0 UNEARTH - UNOFFICIAL | Android 14
Released: 14/12/23

▪️Download
▪️Screenshots 
▪️Support

Changelog:
• Initial build 
• November security patch 

Notes:
• Gapps Build
• Flash with blaze recovery

Bugs:
You tell me ;)

Special thanks:
• @noah_allen For everything
• @rio113 For device tree

By @AskneZZZ
Follow @PocoM3ProOfficial
Join @PocoM3ProUpdates"
99,2023-12-18T06:48:04,2023-12-18T07:25:58,RisingOS,2.0,14,"GApps, Unofficial, Official",https://sourceforge.net/projects/camellia-build/files/risingOS/,photos/photo_76@18-12-2023_06-48-04.jpg,,,,@AskneZZZ,"#Rising #Florence #Unofficial #ROM #U #Camellia #Camellian
RisingOS v2.0 - UNOFFICIAL | Android 14
Released: 18/12/23

▪️Download
▪️Support
▪️Screenshots

Changelog:
• Initial build

Bugs:
• Offline charging

Notes:
• Flash with Rising recovery
• Gapps build
• Ortus launcher included

Special thanks:
• @rio113 For device tree
• @noah_allen For everything

By @AskneZZZ
Follow @PocoM3ProOfficial
Join @PocoM3ProUpdates"
100,2023-12-19T17:54:06,2023-12-19T17:54:31,LineageOS,,13,"GApps, Vanilla, Unofficial, Official","https://m929.ru/files/camellia/boot.img, https://m929.ru/files/camellia/lineage-20.0-20231219-UNOFFICIAL-camellia.zip, https://m929.ru/files/camellia-gapps/lineage-20.0-20231219-UNOFFICIAL-camellia-gapps.zip",photos/photo_77@19-12-2023_17-54-06.jpg,,,,@m929_official,"#LineageOS #Unofficial #ROM #T #Camellia #Camellian 
LineageOS 20.0 - UNOFFICIAL | Android 13
Released: 19/12/2023

▪️ Download vanilla 
▪️ Download GAPPS build
▪️ Download boot.img
▪️ Support Group 
▪️ Flashing Guide

Changelog:
• December 2023 security patch
• New device tree

Bugs:
• Let me know, if you found

Notes:
• Flash from LineageOS recovery
• SeLinux is Enforcing

Special thanks
@rio113 for device tree
@noah_allen for consultation
MT6833 Aliance

By @m929_official
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
102,2023-12-21T23:49:14,2023-12-21T23:49:32,Android,14,14,"Unofficial, Official",https://github.com/dm700-devs/OTA/releases/tag/12.0,photos/photo_14@16-06-2023_15-35-35.jpg,,,,@rio113,"#EvolutionX #Unofficial #ROM #U #Camellia #Camellian 
EvolutionX - UNOFFICIAL | Android 14 - EOL
Released: 21/12/2023

▪️ Download
▪️ Support Group
▪️ Flashing Guide
▪️ Donation

Changelog:
• December Security Patch
• Added Neural Network HAL
• Increased performance & stability

Bugs:
• You tell me

Notes:
• Flash from EvoX Recovery

Thanks to:
• @m929_official for the server
• Testers

By @rio113
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
103,2023-12-24T00:36:24,2023-12-24T03:39:23,Android,13.,13,"GApps, Vanilla, Official","https://sourceforge.net/projects/afterlife-projects/files/release/camellia/boot.img/download, https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V4.0-Wrath-OFFICIAL-camellia-20231223-Gapps.zip/download, https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V4.0-Wrath-OFFICIAL-camellia-20231223-Vanilla.zip/download",photos/photo_79@24-12-2023_00-36-24.jpg,,,,@AskneZZZ,"#Afterlife #Wrath #NeverDie #Official #ROM #T #Camellia #Camellian
Afterlife v4.0 - Wrath - OFFICIAL | Android 13.
Updated: 23/12/23

▪️Download: Vanilla - Gapps - Boot
▪️Screenshots
▪️Support

Changelog:
• Added AOD
• Added Gallery Manager
• Added ViperFX
• Increased performance & stability
• Dropped blur support
• Added new thermal profile

Bugs: 
• You tell me ;)

Notes:
• Flash with afterlife recovery

Special thanks:
• @rio113 For device tree
• @noah_allen For everything

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
105,2023-12-26T20:46:25,2023-12-26T20:47:51,DerpFest,,14,"GApps, Unofficial, Official",https://sourceforge.net/projects/camellia-roms/files/DerpFest/,photos/photo_80@26-12-2023_20-46-25.jpg,,,,@ramshell688,"#DerpFest #Unofficial #ROM #U #Camellia #Camellian
DerpFest Beta - UNOFFICIAL | Android 14
Released: 26/12/2023

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Initial A14 build
• December security patch
• SELinux is Enforcing

Bugs:
• You tell me

Notes:
• Gapps build
• Flash with DerpFest recovery
• Clean flash mandatory

Special thanks
@Rio113 for device tree
@VipulSharma_007
MT6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
106,2023-12-27T14:46:42,2023-12-27T17:47:22,Crdroid,,14,"Unofficial, Official","https://mirror.jaimirrorbot.workers.dev/0:/crDroidAndroid-14.0-20231227-camellia-v10.0.zip, https://sourceforge.net/projects/camellia-build/files/crdroid/",photos/photo_81@27-12-2023_14-46-42.jpg,,,,@AskneZZZ,"#Crdroid #Unofficial #ROM #U #Camellia #Camellian
Crdroid v10.0 - UNOFFICIAL | Android 14.
Released: 27/12/23

▪️Download | Mirror
▪️Screenshots
▪️Support

Changelog:
• Initial unofficial build with new maintainer
• December security patch 
• Added thermal profiles

Notes:
• Flash with crdroid recovery

Special thanks:
• @rio113 For device tree 
• @noah_allen For everything

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
109,2024-01-04T00:56:48,2024-01-04T05:03:25,Android,13.,13,"GApps, Vanilla, Official","https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V5.0-Lust-OFFICIAL-camellia-20240103-Vanilla.zip/download, https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V5.0-Lust-OFFICIAL-camellia-20240103-Gapps.zip/download",photos/photo_82@04-01-2024_00-56-48.jpg,,,,@AskneZZZ,"#Afterlife #Lust #NeverDie #Official #ROM #T #Camellia #Camellian
Afterlife v5.0 - Lust - OFFICIAL | Android 13.
Updated: 03/01/24

▪️Download: GAPPS - Vanilla
▪️Screenshots
▪️Support 

Changelog:
• December security patch 
• Fixed VoLTE not working properly

Notes:
• Dirty flash from 4.0 it's fine
• Flash with afterlife recovery
• Gapps and vallina variant available

Special thanks:
• @rio113 For device tree 
• @noah_allen For everything 
• @ramshell688 For help and @VipulSharma_007 for test

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
110,2024-01-18T00:52:33,2024-01-18T00:55:24,CherishOS,,14,"GApps, Official",https://sourceforge.net/projects/camellia-roms/files/CherishOS/Cherish-OS-v5.2-20240114-0024-camellia-OFFICIAL-GApps.zip/download,photos/photo_83@18-01-2024_00-52-33.jpg,,,,@ramshell688,"#CherishOS #Official #ROM #U #Camellia #Camellian
CherishOS v5.2 - OFFICIAL | Android 14
Updated: 14/01/2024

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• January security patch
• Add EngineerMode (Only Telephony work)
• Fix Offline charging
• Small change & stability

Bugs:
• You tell me

Notes:
• Gapps build
• Flash with Cherish recovery
• SELinux is Enforcing

Special thanks
@Rio113 for device tree
@VipulSharma_007
MT6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
112,2024-01-20T15:54:08,2024-01-20T15:54:27,DerpFest,,14,"GApps, Unofficial, Official","https://sourceforge.net/projects/camellia-roms/files/DerpFest/, https://mega.nz/file/tM8AjSoR#d5v3PzO45kN73jQQiKU3qSbqK90VEiLnYMlFzYS1jsY",photos/photo_84@20-01-2024_15-54-08.jpg,,,,@ramshell688,"#DerpFest #Unofficial #ROM #U #Camellia #Camellian
DerpFest Beta - UNOFFICIAL | Android 14
Released: 19/01/2024

▪️Download | Mirror
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• January security patch
• Add EngineerMode (Only Telephony work)
• Fix Offline charging
• Fix VoLTE not working properly
• Improve smoothness

Bugs:
• You tell me

Notes:
• Gapps build
• Flash with DerpFest recovery
• SELinux is Enforcing

Special thanks
@Rio113 for device tree
@VipulSharma_007
MT6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
113,2024-01-28T00:03:25,2024-01-28T00:16:18,HyperOS,,14,Official,"https://sourceforge.net/projects/camellia-build/files/hyperOS/camellia_global_images_OS1.0.2.0.UCVMIXM_A14.zip/download, https://drive.google.com/file/d/1XX6R4KTPLjOrbC7rA9Ibgp635P6gVBtA/view?usp=sharing",photos/photo_85@28-01-2024_00-03-25.jpg,,,,@AskneZZZ,"#HyperOS #Global #Port #U #Camellia #Camellian
HyperOS - Port - 1.0.2.0.UCVMIXM | Android 14
Released: 27/01/24

▪️Download | Mirror [4.4GB]
▪️Changelog
▪️Screenshots
▪️Support
▪️Credits

Bugs:
• NFC in camellian variant
• You tell me :D

Notes:
• This is a fastboot package
• Clean flash is mandatory in this first version
• Selinux is enforcing
• If there is a message contacting ur manufacturer just ignore it 
• Dev options are crashing, for fix switch to permissive using termux and root
• Does not include camera (use this)
• Work for camellian and camellia 

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
114,2024-01-28T08:02:06,2024-01-28T08:02:28,Android,13,13,"Vanilla, Unofficial, Official",https://mega.nz/folder/UygTEYqb#q9bZL_1hCHTMtqKwVQj2Xw,photos/photo_86@28-01-2024_08-02-06.jpg,,,,@m929_official,"#AICP #Unofficial #ROM #T #Camellia #Camellian 
AICP 18.0 - UNOFFICIAL | Android 13
Released: 28.01.2024

▪️ Download
▪️ Support Group 
▪️ Flashing Guide

Changelog:
• Initial release (and last)

Bugs:
• Let me know, if you found

Notes:
• Flash from AICP recovery
• SeLinux is Enforcing
• Vanilla build

Special thanks:
@rio113 for device tree
MT6833 Aliance

By @m929_official
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
115,2024-01-28T19:26:39,2024-01-28T19:27:18,LineageOS,,13,"GApps, Vanilla, Unofficial, Official","https://m929.ru/files/camellia-gapps/lineage-20.0-20240128-UNOFFICIAL-camellia-gapps.zip, https://m929.ru/files/camellia/lineage-20.0-20240128-UNOFFICIAL-camellia.zip, https://m929.ru/files/camellia/boot.img",photos/photo_87@28-01-2024_19-26-39.jpg,,,,@m929_official,"#LineageOS #Unofficial #ROM #T #Camellia #Camellian 
LineageOS 20.0 - UNOFFICIAL | Android 13
Released: 28/01/2024

▪️ Download vanilla 
▪️ Download GAPPS build
▪️ Download boot.img
▪️ Support Group 
▪️ Flashing Guide

Changelog:
• January 2024 security patch

Bugs:
• Let me know, if you found

Notes:
• Flash from LineageOS recovery
• SeLinux is Enforcing

Special thanks:
@rio113 for device tree
@noah_allen for consultation
MT6833 Aliance

By @m929_official
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
116,2024-02-06T22:12:02,2024-02-17T16:48:22,Android,14.,14,Official,"https://projectelixiros.com/download, https://github.com/ProjectElixir-Devices/Changelogs/blob/UNO/camellia.md",photos/photo_88@06-02-2024_22-12-02.jpg,,,,@AskneZZZ,"#ProjectElixir #Official #ROM #U #Camellia #Camellian
ProjectElixir v4.0 - OFFICIAL | Android 14.
Released:06/02/24

▪️Download
▪️Screenshot
▪️Changelog
▪️XDA
▪️Support

Bugs:
• None :D (If you find one, let me know with the respective logs)

Notes:
• Initial build
• Flash with Elixir recovery
• Clean flash is mandatory from a13
• Selinux is enforcing

Special thanks:
• @aayush_2627 And @VipulSharma_007 For Testing
• @rio113 for Device Tree
• @noah_allen For Support

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
117,2024-02-07T20:21:34,2024-02-07T20:21:48,Android,14.,14,"Unofficial, Official",https://github.com/Noah113-Allen/OTA/releases/tag/9.0,photos/photo_89@07-02-2024_20-21-34.jpg,,,,@AskneZZZ,"#EvolutionX #Balut #Unofficial #ROM #U #Camellia #Camellian
Evolution X - UNOFFICIAL | Android 14.
Updated:07/02/24

▪️Download
▪️Screenshot
▪️Support

Changelog:
• February Security patch
• Updated IMS blobs from Plato
• Added VoNR support

Notes:
• Flash with evox recovery

Special thanks:
• @rio113 For everything
• @noah_allen For help
• @aayush_2627 For test

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
118,2024-02-08T14:57:42,2024-02-08T14:57:58,SuperiorOS,,14,"GApps, Official","https://github.com/kssrao13882/Changelog/blob/main/source.md, https://sourceforge.net/projects/camellia-roms/files/SuperiorExtended/A14/",photos/photo_90@08-02-2024_14-57-42.jpg,,,,@ramshell688,"#SuperiorOSExtended #Official #ROM #U #Camellia #Camellian
SuperiorOS Extended | Android 14
Updated: 07/02/2024

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• Sync with latest source
• Initial A14 build
• February security patch 
• Source.

Notes:
• Gapps build
• SELinux is Enforcing
• Clean flash recommended from A13

Special thanks
@Rio113 for base tree
@VipulSharma_007
MT6833 Alliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
119,2024-02-08T22:11:17,2024-02-09T00:45:32,HyperOS,,14,Official,https://sourceforge.net/projects/camellia-build/files/hyperOS/camellia_eea_OS1.0.1.0.ULUEUXM_A14.zip/download,photos/photo_91@08-02-2024_22-11-17.jpg,,,,@AskneZZZ,"#HyperOS #OEM #EEA #Port #U #Camellia #Camellian
HyperOS - EEA | Android 14.
Updated:08/02/24
Version:OS 1.0.1.0.ULUEUXM

▪️Download [4,7GB]
▪️Changelog
▪️Credits
▪️Screenshot
▪️Support

Bugs: 
• NFC in camellian variant

Notes:
• Fastboot flashable, double click in the respective script
• Miui Camera included
• Clean flash is mandatory

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
120,2024-02-14T00:41:21,2024-02-14T01:59:01,Android,13.,13,"GApps, Vanilla, Official","https://sourceforge.net/projects/afterlife-projects/files/release/camellia/boot.img/download, https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V6.0-Greedy-OFFICIAL-camellia-20240213-Gapps.zip/download, https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V6.0-Greedy-OFFICIAL-camellia-20240213-Vanilla.zip/download",photos/photo_92@14-02-2024_00-41-21.jpg,,,,@AskneZZZ,"#Afterlife #Greedy #NeverDie #Official #ROM #T #Camellia #Camellian
Afterlife v6.0 - Greedy - OFFICIAL | Android 13.
Updated:13/02/24

▪️Download: GAPPS - Vanilla - Boot
▪️Screenshots
▪️Source Changelog
▪️Support

Changelog:
• February security patch 
• Performance improvents
• Updated v4a drivers
• Updated ViperFX app
• Added blur support (u can disable in display settings)


Notes:
• Dirty flash from 4.0/5.0 it's fine
• Flash with afterlife recovery
• Gapps and vanilla variant available

Special thanks:
• @rio113 For device tree 
• @noah_allen For everything 
• @fnayush for test

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
121,2024-02-17T17:24:07,2024-02-17T17:24:25,AlphaDroid,,14,"GApps, Vanilla, Official","https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-13.0-20231008-camellia-gapps-v1.10.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-14.0-20240217-camellia-vanilla-v2.0.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/AlphaDroid-14.0-20240217-camellia-gapps-v2.0.zip/download, https://sourceforge.net/projects/alphadroid-project/files/camellia/boot.img/download",photos/photo_93@17-02-2024_17-24-07.jpg,,,,@NaokoShoto,"#AlphaDroid #Official #ROM #Android #U #Camellia #Camellian

AlphaDroid 2.0 - OFFICIAL | Android 14
Updated: 17/02/2024

▪️ Download - GApps | Vanilla | boot.img
▪️ Source Changelog
▪️️ Device Changelog
▪️ Flashing Steps
▪️️ Device Support Group 
▪️️ Donate

Notes: 
• Initial A14 Builds, Clean Flash Mandatory
• Required firmware: MIUI 14 

Credits :
• Thanks to @Rio113 for device tree
• Thanks to MT6833 Alliance Team especially @noah_allen for helping

By @NaokoShoto
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
122,2024-02-20T07:50:41,2024-02-20T08:12:05,CherishOS,,14,"GApps, Official",https://www.pling.com/p/2061698/,photos/photo_94@20-02-2024_07-50-41.jpg,,,,@ramshell688,"#CherishOS #Official #ROM #U #Camellia #Camellian
CherishOS v5.3 - OFFICIAL | Android 14
Updated: 19/02/2024

▪️Download
▪️Support
▪️Flashing steps
▪️Screenshots

Changelog:
• February security patch
• Import VoNR support
• Switch to qti vibrator
• Small change & stability

Bugs:
• You tell me

Notes:
• Gapps build with OTA push
• SELinux is Enforcing

Special thanks
@Rio113 for device tree
@VipulSharma_007
MT6833 Aliance

By @ramshell688
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
123,2024-02-22T11:08:13,2025-01-12T18:20:07,Android,12.,12,"GApps, Unofficial, Official",,photos/photo_95@22-02-2024_11-08-13.jpg,,,,@MahonMo,"#MIUI #Unofficial #MIUIEnhanced #CN #S #Camellia #Camellian
MIUI 13 Enhanced for Camellia/Camellian | Android 12.
Released: 23/02/24
Version: MIUI CN 13.0.9 SKSCNXM

▪️Download (2.5 GB)
▪️Screenshots
▪️Installation Guide
▪️Learn More - What is this?
▪️Credits

Bugs:
• Only 3 Button Navigation working in POCO Varient
• Swipe gestures does not work on POCO

Notes:
• NFC working in Camellian
• No Gapps, need to install this module with magisk
• Clean flash from any rom is mandatory
• The rom should be installed from Fastboot, read the guide before installing.
• System is RW
• ROM Security Patch: Nov 2022

By @MahonMo
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
124,2024-02-24T12:39:01,2024-02-24T12:39:19,Android,14.,14,Official,"https://projectelixiros.com/download, https://github.com/ProjectElixir-Devices/Changelogs/blob/UNO/camellia.md",photos/photo_96@24-02-2024_12-39-01.jpg,Device | Source,,,@AskneZZZ,"#ProjectElixir #Official #ROM #U #Camellia #Camellian
ProjectElixir v4.1 - OFFICIAL | Android 14.
Released:24/02/24

▪️Download
▪️Screenshot
▪️Changelog: Device | Source
▪️XDA
▪️Support

Bugs:
• None :D (If you find one, let me know with the respective logs)

Notes:
• Flash with Elixir recovery
• Clean flash is mandatory from a13
• Selinux is enforcing

Special thanks:
• @fnayush For Testing
• @rio113 For Device Tree
• @ramshell688 And @noah_allen For Support

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
125,2024-02-25T08:37:40,2024-02-25T08:40:31,Android,13.,13,"GApps, Vanilla, Official","https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V6.0-Greedy-OFFICIAL-camellia-20240225-Vanilla.zip/download, https://sourceforge.net/projects/afterlife-projects/files/release/camellia/AfterLife-V6.0-Greedy-OFFICIAL-camellia-20240225-Gapps.zip/download, https://sourceforge.net/projects/afterlife-projects/files/release/camellia/boot.img/download",photos/photo_97@25-02-2024_08-37-40.jpg,,,,@AskneZZZ,"#Afterlife #Greedy #NeverDie #Official #ROM #T #Camellia #Camellian
Afterlife v6.0 - Greedy - OFFICIAL | Android 13.
Updated:25/02/24

▪️Download: GAPPS - Vanilla - Boot
▪️Screenshots
▪️Source Changelog
▪️Support

Changelog: 
• Performance improvents
• Switched to QTI vibrator

Notes:
• Dirty flash from it's fine from previous version 
• Flash with afterlife recovery
• Gapps and vanilla variant available

Special thanks:
• @rio113 For device tree 
• @radinkaelw For support and server
• @ramshell688 For support
• @fnayush For test

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
126,2024-02-25T21:31:30,2024-02-25T21:34:40,Android,13.,13,"GApps, Unofficial, Official",https://sourceforge.net/projects/miui-enhanced/files/camellia/14.0.4ID/MIUI14E_ID-Global_camellia_enhancedOS_fastboot_14.0.4.0.rar/download,photos/photo_98@25-02-2024_21-31-30.jpg,,,,@MahonMo,"#MIUI #Unofficial #MIUIEnhanced #CN #T #Camellia #Camellian
MIUI 14 Enhanced for Camellia/Camellian | Android 13.
Released: 23/02/25
Based on: MIUI 14.0.4 Indonesia Global

▪️Download (2.5 GB)
▪️Screenshots
▪️Installation Guide
▪️Learn More - What is this?
▪️Support Channel
▪️Credits

Bugs:
• Gesture Navigation doesn't work on POCO Varient. Buttons Navigation only.

Notes:
• NFC working in Camellian
• GApps available but Google Play Store needs to be installed with this module.
• Clean flash from any rom is mandatory
• The rom should be installed from Fastboot, read the guide before installing.
• System is RO
• ROM Security Patch: April 2023

By @MahonMo
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
127,2024-02-25T23:14:42,2024-02-26T02:30:21,MemeOS,,13,Official,https://sourceforge.net/projects/camellia-build/files/memeOS/MemeOS1.0-Camellia.zip/download,photos/photo_99@25-02-2024_23-14-42.jpg,,,,@AskneZZZ,"#MemeOS #MIUI #MOD #Port #T #Camellia #Camellian
MemeOS v1.0 - MOD | Android 13.
Released:25/02/24

▪️Download [4.9GB]
▪️MemeChangelog
▪️Screenshots
▪️Support

Device changelog:
• Switched To Global Vendor
• Updated Fw From v14.0.6.TKSMIXM
• Added Miui Camera From v14.0.6.TKSMIXM
• Fixed NFC For Camellian Variant

Bugs:
• You tell me :)

Notes:
• Fastboot package, flash running WindowsFastboot.bat or Unix if you have linux
• Ported from rosemary
• Clean flash is mandatory

Credits:
• @fahimfaisaladitto For Everything
• @kakashi1v1 And @TheAngelM23 For Support

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
128,2024-02-28T17:36:26,2024-03-04T17:51:17,LineageOS,,13,"Vanilla, Unofficial, Official",https://drive.google.com/drive/folders/182xz8sQRTJ7EOtLEuUMxId0u-R2zK3Hk?usp=drive_link,photos/photo_100@28-02-2024_17-36-26.jpg,,,,@zs44pk,"#LineageOS-PVT #Unofficial #ROM #T #Camellia #Camellian 
LineageOS-PVT 20.0 - UNOFFICIAL | Android 13
Released: 28/02/2024

▪️ Download
▪️ Screenshots
▪️ Support Group 
▪️ Flashing Guide

Changelog:
• February 2024 security patch

Bugs:
• Let me know, if you found

Notes:
• Vanilla Build
• Flash from LineageOS recovery
• Clean Flash Recommended 

Special thanks:
@rio113 for device tree
@noah_allen for help
@swapnilvicky For Modded Lineage source

By @zs44pk
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
129,2024-02-28T21:08:26,2024-02-29T23:54:43,Crdroid,,14,"GApps, Vanilla, Unofficial, Official","https://sourceforge.net/projects/camellia-build/files/crdroid/crDroidAndroid-14.0-20240228-camellia-v10.2.zip/download, https://sourceforge.net/projects/camellia-build/files/crdroid/boot.img/download",photos/photo_101@28-02-2024_21-08-26.jpg,,,,@AskneZZZ,"#Crdroid #Unofficial #ROM #U #Camellia #Camellian
Crdroid v10.2 - UNOFFICIAL | Android 14.
Released:28/02/24

▪️Download: BOOT - ROM
▪️Screenshots
▪️Support
▪️XDA

Changelog:
• Feb security patch
• Performance improvement 
• Added VoNR support
• Updated IMS blobs from Plato
• Added engineering mode

Notes:
• Flash with crdroid recovery
• Vanilla only (I suggest use nikgapps)

Special thanks:
• @rio113 For device tree 
• @noah_allen For everything
• @PAIN7177 For test
• @ramshell688 For support
• @radinkaelw For server

By @AskneZZZ
Follow @PocoM3ProUpdates
Join @PocoM3ProOfficial"
